Message id,Customer id,Sender id,Creation date,Message source,Message source id,Total file size,File count,Message expiry,Tags,Add-on Features
018fdddc-e5f9-7000-abb5-ce1544c48d70,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-03 14:29:52,Portal,018f8159-a6e4-7000-a839-9a32bbb3baaa,541,1,2034-06-03,,Sharable
018fdddd-e540-7000-b726-de7b4a8d72ab,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-03 14:30:57,Portal,018f8159-a6e4-7000-a839-9a32bbb3baaa,197,1,2034-06-03,,Sharable
018fdddf-2034-7000-8e78-21662fd5f516,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-03 14:32:18,Portal,018f8159-a6e4-7000-a839-9a32bbb3baaa,1185,2,2034-06-03,,Sharable
018fdddf-f843-7000-bad2-053fa0d5bb90,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-03 14:33:13,Portal,018f8159-a6e4-7000-a839-9a32bbb3baaa,546,1,2034-06-03,,Sharable
018fdde2-cf09-7000-b8a9-b1a67fed4af2,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-03 14:36:19,Portal,018f8159-a6e4-7000-a839-9a32bbb3baaa,93050,1,2034-06-03,,Verifiable; Sharable
018fdde6-9178-7000-8ca3-bcf42cc7c612,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-03 14:40:26,Portal,0189f7df-b6bd-7000-a13f-5d9648919960,596408,2,2034-06-03,,Sharable
018fddea-f0b5-7000-883c-ee400257d803,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-03 14:45:12,Portal,018f8159-a6e4-7000-a839-9a32bbb3baaa,93028,1,2034-06-03,,Verifiable; Sharable
018fde20-69bd-7000-b4d2-abb591afacc5,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-03 15:43:37,Portal,018f8159-a6e4-7000-a839-9a32bbb3baaa,7042,1,2034-06-03,,Sharable
018fde3c-9ad6-7000-bd02-81f27952608b,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-03 16:14:24,Portal,0189f7df-b6bd-7000-a13f-5d9648919960,1184936,2,2034-06-03,,Sharable
018fde47-6903-7000-bd28-8a266169b0fa,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-03 16:26:12,Portal,018f8159-a6e4-7000-a839-9a32bbb3baaa,7252,2,2034-06-03,,Sharable
018fde48-54b6-7000-a570-2b1e0b943341,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-03 16:27:13,Portal,018f8159-a6e4-7000-a839-9a32bbb3baaa,7259,2,2034-06-03,,Sharable
018fde49-059c-7000-8a4f-af0b342ea3b2,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-03 16:27:58,Portal,018f8159-a6e4-7000-a839-9a32bbb3baaa,7252,2,2034-06-03,,Sharable
018fde4a-187b-7000-a8d1-d7267a02d491,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-03 16:29:08,Portal,018f8159-a6e4-7000-a839-9a32bbb3baaa,7252,2,2034-06-03,,Sharable
018fde4b-c8ab-7000-a01f-1636ed5aa493,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-03 16:30:59,Portal,018f8159-a6e4-7000-a839-9a32bbb3baaa,7249,2,2034-06-03,,Sharable
018fde4c-660c-7000-b5f3-0920fce87b00,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,pfdmgkd83hsazrw5ijzaltjahg88nuim,2024-06-03 16:31:39,Portal,0189ceb7-3708-7000-8893-fbfc7832f0fd,17446,1,2034-06-03,,Sharable; IsVault
018fde4d-c76a-7000-82a1-3e7b7fecfc96,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-03 16:33:10,Portal,018f8159-a6e4-7000-a839-9a32bbb3baaa,7252,2,2034-06-03,,Sharable
018fde5c-b99d-7000-b55f-c8d90ac1ac2b,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-03 16:49:29,Portal,0189f7df-b6bd-7000-a13f-5d9648919960,622015,4,2034-06-03,,Sharable
018fde68-d440-7000-af69-c5be91b67d7b,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-03 17:02:43,Portal,018f8159-a6e4-7000-a839-9a32bbb3baaa,611,2,2034-06-03,,Sharable; IsVault
018fe208-7271-7000-b9ab-6e486201aad2,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-04 09:55:53,Portal,018f8159-a6e4-7000-a839-9a32bbb3baaa,14606,2,2034-06-04,,Verifiable; Sharable
018fe211-69ff-7000-96f7-6abce6677b31,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-04 10:05:42,Portal,018f8159-a6e4-7000-a839-9a32bbb3baaa,6573,1,2034-06-04,,Verifiable; Sharable
018fe214-dcfd-7000-9ee5-9feff2aa36e0,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-04 10:09:29,Portal,0738cadf-24b5-483c-b2a3-fbce908d6ae6,189,1,2034-06-04,,Sharable
018fe216-5a6f-7000-a533-2fb989c3b721,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-04 10:11:06,Portal,018f8159-a6e4-7000-a839-9a32bbb3baaa,7188231,1,2034-06-04,,Verifiable; Sharable
018fe221-2834-7000-b0aa-8e45e65f3ce3,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-04 10:22:54,Portal,018f8159-a6e4-7000-a839-9a32bbb3baaa,9187,2,2034-06-04,,Verifiable; Sharable
018fe232-71c8-7000-9372-8cb686982891,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,ciyqk5v6gtuqaval7n2ntyji58zmggoo,2024-06-04 10:41:47,Portal,0738cadf-24b5-483c-b2a3-fbce908d6ae6,194,1,2034-06-04,,Sharable
018fe221-ca0e-7000-9e76-1d1f95a67b1b,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-04 10:23:35,Portal,018f8159-a6e4-7000-a839-9a32bbb3baaa,6748,2,2034-06-04,,Verifiable; Sharable
018fe224-3e63-7000-8ba1-93a554ef83fc,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-04 10:26:17,Portal,018f8159-a6e4-7000-a839-9a32bbb3baaa,8086,2,2034-06-04,,Verifiable; Sharable
018fe226-15ab-7000-b33a-363fe5c7d17b,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,pfdmgkd83hsazrw5ijzaltjahg88nuim,2024-06-04 10:28:17,Portal,0189f7df-b6bd-7000-a13f-5d9648919960,225,1,2034-06-04,,Sharable
018fe227-8af8-7000-a710-49c8ff27336e,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-04 10:29:53,Portal,0189f7df-b6bd-7000-a13f-5d9648919960,195,1,2034-06-04,,Sharable
018fe228-4e9c-7000-aac6-b870efb342e1,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-04 10:30:43,Portal,018f8159-a6e4-7000-a839-9a32bbb3baaa,18947403,8,2034-06-04,,Verifiable; Sharable
018fe22d-739e-7000-aafd-26c546a976f5,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-04 10:36:20,Portal,018f8159-a6e4-7000-a839-9a32bbb3baaa,27503,4,2034-06-04,,Verifiable; Sharable
018fe230-37b3-7000-80a0-82fee3af3a00,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-04 10:39:21,Portal,018f8159-a6e4-7000-a839-9a32bbb3baaa,101056,2,2034-06-04,,Verifiable; Sharable
018fe231-23c1-7000-bad8-07256c98ed02,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-04 10:40:22,Portal,0189f7df-b6bd-7000-a13f-5d9648919960,195,1,2034-06-04,,Sharable
018fe233-23ad-7000-96a3-32c7421a0779,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-04 10:42:33,Portal,018f8159-a6e4-7000-a839-9a32bbb3baaa,93052,1,2034-06-04,,Verifiable; Sharable
018fe234-3806-7000-af3f-04998c9f95c7,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-04 10:43:43,Portal,018f8159-a6e4-7000-a839-9a32bbb3baaa,99590,2,2034-06-04,,Sharable
018fe237-3597-7000-ad31-4bbf844a38bf,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-04 10:47:00,Portal,018f8159-a6e4-7000-a839-9a32bbb3baaa,14198,2,2034-06-04,,Verifiable
018fe238-2141-7000-a94e-879aeb227325,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-04 10:48:00,Portal,018f8159-a6e4-7000-a839-9a32bbb3baaa,14198,2,2034-06-04,,Sharable
018fe23a-1f90-7000-a4fd-2325cb815bbf,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-04 10:50:11,Portal,018f8159-a6e4-7000-a839-9a32bbb3baaa,15836,2,2034-06-04,,Verifiable
018fe23f-079e-7000-8ccb-a648d7f2f68a,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-04 10:55:32,Portal,018f8159-a6e4-7000-a839-9a32bbb3baaa,12817,2,2034-06-04,,Verifiable
018fe240-68e9-7000-8a2c-39973a2b603c,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-04 10:57:03,Portal,018f8159-a6e4-7000-a839-9a32bbb3baaa,12817,2,2034-06-04,,Verifiable; Sharable
018fe25c-0d22-7000-8ff7-9030298f81c8,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,ciyqk5v6gtuqaval7n2ntyji58zmggoo,2024-06-04 11:27:14,API,018f9f09-8ab9-7000-b8a8-29cdd9d320df,0,0,2024-09-09,invoice; appointment,
018fe25c-0d22-7001-a2ca-33283cd97b1c,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,ciyqk5v6gtuqaval7n2ntyji58zmggoo,2024-06-04 11:27:14,API,018f9f09-8ab9-7000-b8a8-29cdd9d320df,0,0,2024-09-09,invoice; appointment,
018fe25c-0d23-7000-adc3-b832a56693f9,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,ciyqk5v6gtuqaval7n2ntyji58zmggoo,2024-06-04 11:27:14,API,018f9f09-8ab9-7000-b8a8-29cdd9d320df,0,0,2024-09-09,invoice; appointment,
018fe265-5900-7000-8679-0ba3830496ab,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-04 11:37:23,Portal,0738cadf-24b5-483c-b2a3-fbce908d6ae6,204,1,2034-06-04,,Sharable
018fe266-5892-7000-99e6-a045a9ca598f,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-04 11:38:29,Portal,0738cadf-24b5-483c-b2a3-fbce908d6ae6,204,1,2034-06-04,,Sharable
018fe26f-9ea1-7000-be6c-f4ef48626892,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-04 11:48:36,Portal,018f8159-a6e4-7000-a839-9a32bbb3baaa,5302,2,2034-06-04,,Verifiable
018fe270-b1ae-7000-bd4b-cd96a8720e24,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-04 11:49:47,Portal,018f8159-a6e4-7000-a839-9a32bbb3baaa,5302,2,2034-06-04,,Sharable
018fe274-1121-7000-b736-9d44f8f4c683,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-04 11:53:28,Portal,018f8159-a6e4-7000-a839-9a32bbb3baaa,5302,2,2034-06-04,,Verifiable
018fe275-9a11-7000-bcc1-491a8920a8d2,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,cy7nzchx0d1wj4ae13gd16gldkzk4xvg,2024-06-04 11:55:08,Portal,0738cadf-24b5-483c-b2a3-fbce908d6ae6,5708366,2,2034-06-04,,Sharable
018fe277-84e4-7000-bb7d-137d3d1ae6cf,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-04 11:57:14,Portal,0738cadf-24b5-483c-b2a3-fbce908d6ae6,5708367,2,2034-06-04,,Sharable
018fe27a-6ead-7000-8e2f-66938e6c5498,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,725pd04nsbw1hfsj8xqu49qs3yq1mcqs,2024-06-04 12:00:25,Portal,0738cadf-24b5-483c-b2a3-fbce908d6ae6,5708161,1,2034-06-04,,Sharable
018fe2ab-042d-7000-94ae-1a1f79d89838,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-04 12:53:29,Portal,018f8159-a6e4-7000-a839-9a32bbb3baaa,20036,2,2034-06-04,,Verifiable
018fe2cf-a4e6-7000-ac49-d8599173d7cb,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-04 13:33:30,Portal,018f8159-a6e4-7000-a839-9a32bbb3baaa,20036,2,2034-06-04,,Verifiable
018fe2e2-7ef3-7000-9e6c-353f850ad0b0,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-04 13:54:05,Portal,018f8159-a6e4-7000-a839-9a32bbb3baaa,45053,3,2034-06-04,,Verifiable
018fe2e9-b329-7000-be1f-841e30924831,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-04 14:01:57,Portal,018f8159-a6e4-7000-a839-9a32bbb3baaa,20036,2,2034-06-04,,Verifiable
018fe2ec-896f-7000-9c9c-2a97dc77d9f2,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-04 14:05:03,Portal,018f8159-a6e4-7000-a839-9a32bbb3baaa,35262,3,2034-06-04,,Verifiable
018fe309-1c26-7000-9b70-be31bac5d0b8,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,pfdmgkd83hsazrw5ijzaltjahg88nuim,2024-06-04 14:36:16,API,018ab192-ac59-7000-84c2-8430b82aa7a9,8064347,1,2025-06-04,,Verifiable; Sharable
018fe32f-2117-7000-911e-ddc7947a0c9c,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-04 15:17:47,Portal,018f8159-a6e4-7000-a839-9a32bbb3baaa,431,1,2034-06-04,,Sharable
018fe35a-a75c-7000-bc3f-e93003c864d4,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-04 16:05:20,Portal,0189f7df-b6bd-7000-a13f-5d9648919960,44898,2,2034-06-04,,Verifiable; Sharable
018fe732-1886-7000-9465-1f904849710f,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,atl96781u2gyhoddttr0r0os2dzbxdjw,2024-06-05 09:59:31,Portal,0738cadf-24b5-483c-b2a3-fbce908d6ae6,8386,2,2034-06-05,,Verifiable; Sharable
018fe735-1a29-7000-b42c-d244aebba8ec,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,ciyqk5v6gtuqaval7n2ntyji58zmggoo,2024-06-05 10:02:48,API,018f9f09-8ab9-7000-b8a8-29cdd9d320df,0,0,2024-09-09,invoice; appointment,
018fe735-1a29-7001-803a-634b24d1e46a,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,ciyqk5v6gtuqaval7n2ntyji58zmggoo,2024-06-05 10:02:48,API,018f9f09-8ab9-7000-b8a8-29cdd9d320df,0,0,2024-09-09,invoice; appointment,
018fe735-1a29-7002-b84e-e7f92318a46b,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,ciyqk5v6gtuqaval7n2ntyji58zmggoo,2024-06-05 10:02:48,API,018f9f09-8ab9-7000-b8a8-29cdd9d320df,0,0,2024-09-09,invoice; appointment,
018fe736-5a07-7000-afb9-86043376f74c,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,cy7nzchx0d1wj4ae13gd16gldkzk4xvg,2024-06-05 10:04:09,API,018f9f09-8ab9-7000-b8a8-29cdd9d320df,371387,4,2025-03-30,contract,Sharable
018fe74a-0420-7000-84ab-8ec525a726a3,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-05 10:25:38,Portal,0738cadf-24b5-483c-b2a3-fbce908d6ae6,187,1,2034-06-05,,Sharable
018fe751-4bd7-7000-9757-6144d0c4f480,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,1wda2f2f5u4bj4cmfjgobk929phrqqov,2024-06-05 10:33:35,Portal,0189f7df-b6bd-7000-a13f-5d9648919960,3940,1,2034-06-05,,Verifiable; Sharable
018fe77c-32fb-7000-a996-02927f29cd16,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,pfdmgkd83hsazrw5ijzaltjahg88nuim,2024-06-05 11:20:27,API,018bb872-47f1-7000-8057-c623e32b8d85,0,0,2025-06-05,,
018fe77c-32fc-7000-96a3-5068e12fd04b,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,pfdmgkd83hsazrw5ijzaltjahg88nuim,2024-06-05 11:20:27,API,018bb872-47f1-7000-8057-c623e32b8d85,0,0,2025-06-05,,
018fe77c-37cc-7000-a6de-8a76f7ef33bc,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,pfdmgkd83hsazrw5ijzaltjahg88nuim,2024-06-05 11:20:28,API,018bb872-47f1-7000-8057-c623e32b8d85,0,0,2025-06-05,,
018fe77c-37cd-7000-8172-d44baaab83a9,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,pfdmgkd83hsazrw5ijzaltjahg88nuim,2024-06-05 11:20:28,API,018bb872-47f1-7000-8057-c623e32b8d85,0,0,2025-06-05,,
018fe77c-3c9b-7000-ba36-eb5f5547edef,e4e4s3zecsfly0rosbx3gu7ce9eoqmew,pfdmgkd83hsazrw5ijzaltjahg88nuim,2024-06-05 11:20:29,API,018bb872-47f1-7000-8057-c623e32b8d85,0,0,2025-06-05,,
